label,message
1,do you want a new video phone 600 anytime any network mins 400 inclusive video calls and downloads 5 per week free deltomorrow call 08002888812 or reply now
1,as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a 1500 bonus prize call 09066368470
1,welcome please reply with your age and gender to begin eg 24m
1,freemsg 1month unlimited free calls activate smartcall txt call to no 68866 subscriptn3gbpwk unlimited calls help 08448714184 stoptxt stop landlineonly
1,had your mobile 10 mths update to latest orange cameravideo phones for free save s with free textsweekend calls text yes for a callback orno to opt out
1,am new 2 club  dont fink we met yet will b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x calls1minmobsmore lkpobox177hp51fl
0,true its easier with her here
0,sure but since my parents will be working on tuesday i dont really need a cover story
0,haha okay today weekend leh
0,hi darlin did youphone me im athome if youwanna chat
0,i dont know jack shit about anything or id sayask something helpful but if you want you can pretend that i did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
0,youve always been the brainy one
0,yeah if we do have to get a random dude we need to change our info sheets to party  ltgt 7 never study just to be safe
0,christmas is an occasion that is celebrated as a reflection of ur values desires affectionsamp traditions have an ideal christmas
0,sending you greetings of joy and happiness do have a gr8 evening
0,hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal when are u free katexxx
0,if india win or level series means this is record
0,then what about further plan
0,its good to hear from you
0,awesome how do i deal with the gate charles told me last night but uh yeah
0,what time you thinkin of goin
1,get a free mobile video player free movie to collect text go to 89105 its free extra films can be ordered ts and cs apply 18 yrs only
1,save money on wedding lingerie at wwwbridalpetticoatdreamscouk choose from a superb selection with national delivery brought to you by weddingfriend
0,your board is working fine the issue of overheating is also reslove but still software inst is pending i will come around 8o clock
0,yes but i dont care cause i know its there
0,mon okie lor haha best is cheap n gd food la ex oso okie depends on whether wana eat western or chinese food den which u prefer
0,sitting ard nothing to do lor u leh busy w work
0,its  ltgt k here oh should i send home for sale
0,sorry  mail
0,ya just telling abt tht incident
0,yes we were outside for like 2 hours and i called my whole family to wake them up cause it started at 1 am
0,ugh just got outta class
0,nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication it is very champlaxigating i think it is atrocious wotz ur opinion junna
0,no need lar jus testing e phone card dunno network not gd i thk me waiting 4 my sis 2 finish bathing so i can bathe dun disturb u liao u cleaning ur room
0,ok ill do you right later
0,have your lunch and come quickly and open the door
1,not heard from u4 a while call me now am here all night with just my knickers on make me beg for it like u did last time 01223585236 xx luv nikiyu4net
0,i am back bit long cos of accident on a30 had to divert via wadebridgei had a brilliant weekend thanks speak soon lots of love
0,k i yan jiu liao sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb sun can go cine frm 1030 to 2 den hop to orc mrt 4 hip hop at 4
1,bloomberg message center 447797706009 why wait apply for your future httpcareers bloombergcom
0,i am seeking a lady in the street and a freak in the sheets is that you
0,my phone
0,haha figures well i found the piece and priscillas bowl
0,actually fuck that just do whatever do find an excuse to be in tampa at some point before january though
0,yay finally lol i missed our cinema trip last week
0,all day working dayexcept saturday and sunday
0,heart is empty without love mind is empty without wisdom eyes r empty without dreams amp life is empty without frnds so alwys be in touch good night amp sweet dreams
0,i think im waiting for the same bus inform me when you get there if you ever get there
0,you getting back any time soon
0,hows things just a quick question
0,i can probably come by everybodys done around  ltgt  right
0,i got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  ltgt day return period ended
0,i can ask around but theres not a lot in terms of mids up here
0,be sure to check your yahoo email we sent photos yesterday
0,what was she looking for
0,wherres my boytoy
1,do you want a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
0,hello my love how goes that day  i wish your well and fine babe and hope that you find some job prospects i miss you boytoy  a teasing kiss
0,tell my  bad character which u dnt lik in me ill try to change in  ltgt  i ll add tat 2 my new year resolution waiting for ur replybe frankgood morning
0,yeah probably earlier than that
0,change windows logoff sound
0,im also came to room
0,huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale
0,i will reach office around  ltdecimalgt  amp my mobile have problem you cannt get my voice so call you asa ill free
0,cool text me when you head out
1,you are being contacted by our dating service by someone you know to find out who it is call from a land line 09050000878 pobox45w2tg150p
1,wan2 win a meetgreet with westlife 4 u or a m8 they are currently on what tour 1unbreakable 2untamed 3unkempt text 12 or 3 to 83049 cost 50p std text
0,happy birthday may u find ur prince charming soon n dun work too hard
0,oh the grand is having a bit of a party but it doesnt mention any cover charge so its probably first come first served
0,you said to me before i went back to bed that you cant sleep for anything
0,i hope you arnt pissed off but id would really like to see you tomorrow love me xxxxxxxxxxxxxx
1,dorothykiefercom bank of granite issues strongbuy explosive pick for our members up over 300  nasdaq symbol cdgt that is a 500 per
0,says the  ltgt  year old with a man and money im down to my last  ltgt  still waiting for that check
0,i will come to ur home now
0,free any day but i finish at 6 on mon n thurs
0,will you be here for food
0,life alle moneeppolum oru pole allalo
0,nite
0,two fundamentals of cool life walk like you are the king or walk like you dont carewhoever is the king gud nyt
0,camera quite good 101mega pixels 3optical and 5digital dooms have a lovely holiday be safe and i hope you hav a good journey happy new year to you both see you in a couple of weeks
0,hi peteynoim ok just wanted 2 chat coz avent spoken 2 u 4 a long timehope ur doin alritehave good nit at js love ya amx
0,i just saw ron burgundy captaining a party boat so yeah
0,im serious you are in the money base
0,already one guy loving you
0,staff of placement training in amrita college
0,i always chat with you in fact i need money can you raise me
0,im job profile seems like bpo
0,well i was about to give up cos they all said no they didnt do one nighters i persevered and found one but it is very cheap so i apologise in advance it is just somewhere to sleep isnt it
0,so you think i should actually talk to him not call his boss in the morning i went to this place last year and he told me where i could go and get my car fixed cheaper he kept telling me today how much he hoped i would come back in how he always regretted not getting my number etc
0,are you willing to go for apps class
0,hanging out with my brother and his family
0,no it will reach by 9 only she telling she will be there i dont know
0,hey are you going to quit soon xuhui and i working till end of the month
0,im sorry bout last nite it wasnt ur fault it was me spouse it was pmt or sumthin u 4give me i think u shldxxxx
0,try neva mate
0,yeah thatd pretty much be the best case scenario
0,i not free today i haf 2 pick my parents up tonite
0,hey babe far 2 spunout 2 spk at da mo dead 2 da wrld been sleeping on da sofa all day had a cool nytho tx 4 fonin hon call 2mwen im bk frmcloud 9 j x
0,should i send you naughty pix
1,you are a 1000 winner or guaranteed caller prize this is our final attempt to contact you to claim call 09071517866 now 150ppmpobox10183bhamb64xe
1,xmas  new years eve tickets are now on sale from the club during the day from 10am till 8pm and on thurs fri  sat night this week theyre selling fast
0,tyler getting an 8th has to leave not long after 9 can you get here in like an hour
0,prepare to be pounded every night
0,actually my mobile is full of msg and i m doing a work online where i need to send them  ltgt  sent msg i wil explain u later
0,good evening how are you
0,im at home please call
0,oic cos me n my sis got no lunch today my dad went out so dunno whether 2 eat in sch or wat
0,mmmmm  it was sooooo good to wake to your words this morning my love mmmm fuck  i love you too my lion  devouring kiss from across the sea
0,we are pleased to inform that your application for airtel broadband is processed successfully your installation will happen within 3 days
0,what happen dear why you silent i am tensed
0,ill get there at 3 unless you guys want me to come some time sooner
0,if you are not coughing then its nothing
0,come lt 25 n pass to me lar
0,im e person whos doing e sms survey
0,lol ok ill try to send be warned sprint is dead slow youll prolly get it tomorrow
0,thank you meet you monday
0,so is th gower mate which is where i am how r u man all is good in wales ill b back morrow c u this wk who was the msg 4  random
1,rock yr chik get 100s of filthy films xxx pics on yr phone now rply filth to 69669 saristar ltd e14 9yt 08701752560 450p per 5 days stop2 cancel
0,i got like  ltgt  i can get some more later though get whatever you feel like
0,dad wanted to talk about the apartment so i got a late start omw now
0,i love you both too
0,lol u still feeling sick
0,din i tell u jus now 420
0,am up to my eyes in philosophy
1,from next month get upto 50 more calls 4 ur standard network charge 2 activate call 9061100010 c wire3net 1st4terms pobox84 m26 3uz cost 150 min mobcudb more
0,ok lor im in town now lei
0,i had it alreadysabarish asked me to go
0,no da  vijay going to talk in jaya tv
1,urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call 09050000460 from land line claim j89 po box245c2150pm
0,lol i know hey someone did a great inpersonation of flea on the forums i love it
1,text banneduk to 89555 to see cost 150p textoperator g696ga 18 xxx
0,still chance there if you search hard you will get itlet have a try
1,auction round 4 the highest bid is now 54 next maximum bid is 71 to bid send bids e g 10 to bid 10 to 83383 good luck
0,do you always celebrate nys with your family
0,we know taj mahal as symbol of love but the other lesser known facts 1 mumtaz was shahjahans 4th wife out of his 7 wifes 2 shahjahan killed mumtazs husband to marry her 3 mumtaz died in her  ltgt th delivery 4 he then married mumtazs sister question arises where the hell is the love the great hari
0,its okcome to my home it vl nice to meet and v can chat
1,collect your valentines weekend to paris inc flight  hotel  200 prize guaranteed text paris to no 69101 wwwrtfsphostingcom
0,sent me de webadres for geting salary slip
0,shes fine sends her greetings
1,customer loyalty offerthe new nokia6650 mobile from only 10 at txtauction txt word start to no 81151  get yours now 4tctxt tc 150pmtmsg
0,but you dint in touch with me
0,yup leaving right now be back soon
1,you wont believe it but its true its incredible txts reply g now to learn truly amazing things that will blow your mind from o2fwd only 18ptxt
0,yeah sure ill leave in a min
0,and do you have any one that can teach me how to ship cars
0,the sign of maturity is not when we start saying big things but actually it is when we start understanding small things have a nice evening bslvyl
0,yeah confirmed for you staying at  that weekend
0,they said  dun haf passport or smth like dat or  juz send to my email account
0,multiply the numbers independently and count decimal points then for the division push the decimal places like i showed you
0,have a lovely night and when you wake up to see this message i hope you smile knowing all is as should be have a great morning
0,ard 4 lor
0,you are right meanwhile hows project twins comin up
0,i sent your maga that money yesterday oh
1,i am hot n horny and willing i live local to you  text a reply to hear strt back from me 150p per msg netcollex ltdhelpdesk 02085076972 reply stop to end
0,our ride equally uneventful  not too many of those pesky cyclists around at that time of night
0,if you wereare free i can give otherwise nalla adi entey nattil kittum
0,ive sent my wife your text after we buy them shell tell you what to do so just relax we should go get them this wkend
0,i am in escape theatre now  going to watch kavalan in a few minutes
0,how much would it cost to hire a hitman
0,i anything lor
1,do you want a new nokia 3510i colour phone delivered tomorrow with 200 free minutes to any mobile  100 free text  free camcorder reply or call 08000930705
0,huh but i cant go 2 ur house empty handed right
0,good morning princess happy new year
1,congratulations youve won youre a winner in our august 1000 prize draw call 09066660100 now prize code 2309
0,aight well head out in a few
0,then wat r u doing now busy wif work
0,i know you mood off today
0,jay told me already will do
0,cps is causing the outages to conserve energy
0,im not sure i was just checking out what was happening around the area
0,hey morning what you come to ask pa
0,jordan got voted out last nite
0,that means you got an a in epi shes fine shes here now
0,i have no idea where you are
0,pls come quick cant bare this
0,call me i m unable to cal lets meet bhaskar and deep
0,no ill meet you in the library
0,k my roommate also wants a dubsack and another friend may also want some so plan on bringing extra ill tell you when they know for sure
0,depends on individual lor e hair dresser say pretty but my parents say look gong u kaypoh i also dunno wat she collecting
0,ok c  then
0,i enjoy watching and playing football and basketball anything outdoors and you
0,can you please ask macho what his price range is does he want something new or used plus it he only interfued in the blackberry bold  ltgt  or any bb
0,sorry sent blank msg again yup but trying 2 do some serious studying now
0,hey check it da i have listed da
1,8007 25p 4 alfie moons children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity
0,i meant as an apology from me for texting you to get me drugs at  ltgt at night
0,that means from february to april ill be getting a place to stay down there so i dont have to hustle back and forth during audition season as i have since my sister moved away from harlem
0,goin to workout lor muz lose e fats
0,damn poor zac doesnt stand a chance
0,i want to tel u one thing u should not mistake me k this is the message that you sent
0,yeah right ill bring my tape measure fri
0,should i head straight there or what
1,get the official england poly ringtone or colour flag on yer mobile for tonights game text tone or flag to 84199 optout txt eng stop box39822 w111wx 150
0,thank you princess you are so sexy
0,oooh i got plenty of those
0,hui xin is in da lib
0,its a big difference  ltgt  versus  ltgt  every  ltgt hrs
0,its not that you make me cry its just that when all our stuff happens on top of everything else it pushes me over the edge you dont underdtand how often i cry over my sorry sorry life
0,me 2 babe i feel the same lets just 4get about itboth try cheer upnot fit soo muchxxlove u locaxx
0,you know what hook up means right
1,customer service announcement we recently tried to make a delivery to you but were unable to do so please call 07090298926 to reschedule ref9307622
0,wats da model num of ur phone
0,hes really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
1,you can stop further club tones by replying stop mix see mytonecomenjoy html for terms club tones cost gbp450week mfl po box 1146 mk45 2wt 23
0,my house here e sky quite dark liao if raining then got excuse not 2 run already rite hee
0,sorry left phone upstairs ok might be hectic but would be all my birds with one fell swoop its a date
0,thought i didnt see you
1,wamma get laidwant real doggin locations sent direct to your mobile join the uks largest dogging network txt dogs to 69696 nownyt ec2a 3lp 150msg
0,carlos says we can pick up from him later so yeah were set
0,hey babe my friend had to cancel still up for a visit
0,hmm ill have to think about it ok youre forgiven d
0,we are hoping to get away by 7 from langport you still up for town tonight
0,want to send me a virtual hug i need one
0,probably not still going over some stuff here
0,it has issues right now ill fix for her by tomorrow
0,why i come in between you people
0,senthil group company apnt 5pm
0,oh really did you make it on air whats your talent
0,studying but ill be free next weekend
0,r u here yet im wearing blue shirt n black pants
0,waiti will come out ltgt  min
0,i will reach ur home in  ltgt  minutes
0,well then you have a great weekend
0,what are you doing in langport sorry but ill probably be in bed by 9pm it sucks being ill at xmas when do you and go2sri lanka
0,frnd s not juz a wordnot merely a relationshipits a silent promise which says   i will be with you  wherevr whenevr forevr gudnyt dear
0,huh 6 also cannot then only how many mistakes
0,ha u jus ate honey ar so sweet
0,im turning off my phone my moms telling everyone i have cancer and my sister wont stop calling it hurts to talk cant put up with it see u when u get home love u
0,honey  sweetheart  darling  sexy buns  sugar plum  loverboy  i miss you boytoy  smacks your ass did you go to the gym too
0,thanks for loving me so you rock
0,yeah imma come over cause jay wants to do some drugs
0,ok thanx take care then
0,yup thk of u oso boring wat
0,came to look at the flat seems ok in his 50s  is away alot wiv work got woman coming at 630 too
0,moji just informed me that you saved our lives thanks
0,whos this am in class
0,hey r  still online ive finished the formatting
0,great so what attracts you to the brothas
1,promotion number 8714714  ur awarded a city break and could win a 200 summer shopping spree every wk txt store to 88039  skilgme tscs087147403231winawkage16 150perwksub
0,lol what happens in vegas stays in vegas
0,hello hello hi lou sorry it took so long 2 reply i left mobile at friends in lancaster just got it bak neway im sorry i couldnt make ur bday 2 hun
0,when did i use soc i use it only at home  dunno how 2 type it in word ar
0,dad says hurry the hell up
0,wake me up at  ltgt  am morning
0,i get out of class in bsn in like  ltgt  minutes you know where advising is
0,great i shoot big loads so get ready
0,ill meet you in the lobby
0,you still coming tonight
0,what happen dear tell me
0,sir i am waiting for your call once free please call me
0,i was about to do it when i texted i finished a long time ago and showered and erything
0,ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly love me xxx
0,hello as per request from  ltgt  rs5 has been transfered to you
0,i am in tirupur  call you da
1,you are a winner you have been specially selected to receive 1000 cash or a 2000 award speak to a live operator to claim call 087147123779am7pm cost 10p
0,sbut he had some luck2 catches put down
0,how i noe did  specify da domain as nusstu  still in sch
0,ohi asked for fun hahatake care
0,shall i get my pouch
0,hey loverboy i love you  i had to tell  i look at your picture and ache to feel you between my legs  fuck i want you  i need you  i crave you
0,how is my boy no sweet words left for me this morning  sighs  how goes you day my love  did you start your studying
0,kent vale lor  wait 4 me there ar
0,ok very good its all about making that money
0,reading gud habit nan bari hudgi yorge pataistha ertini kano
0,aight do you still want to get money
0,are you in town this is v important
0,sorry pa i dont knw who ru pa
0,wat u doing there
0,if i not meeting  all rite then ill go home lor if  dun feel like comin its ok
0,oh i will get paid the most outstanding one is for a commercial i did for hasbroin august they made us jump through so many hoops to get paid still not
0,i am lateso call you tomorrow morningtake care sweet dreamsu and meummifyingbye
0,networking technical support associate
0,im gonna rip out my uterus
0,cool do you like swimming i have a pool and jacuzzi at my house
1,thanks for your ringtone order reference number x49 your mobile will be charged 450 should your tone not arrive please call customer services 09065989182 from colourredtextcolourtxtstar
0,yeah why not is the gang all ready
0,blank is blank but wat is blank lol
0,im in a movie collect car oredi
0,we left already we at orchard now
1,hi there 2nights ur lucky night uve been invited 2 xchat the uks wildest chat txt chat to 86688 now 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs
0,nothing splwat abt u and whr ru
0,no chikku nt yet ya im free
0,aldrine rakhesh ex rtm herepls callurgent
0,the search 4 happiness is 1 of d main sources of unhappiness accept life the way it comes u will find happiness in every moment u live
0,i guess you could be as good an excuse as any lol
0,isnt frnd a necesity in life imagine urself witout a frnd hwd u feel at ur colleg watll u do wth ur cell wat abt functions thnk abt events espell cared missed amp irritated u 4wrd it to all those dearloving frnds wthout whom u cant live i jst did it takecare goodmorning
0,old orchard near univ how about you
0,4 tacos  1 rajas burrito right
0,its 6 to get in is that ok
0,hows the street where the end of library walk is
0,plz note if anyone calling from a mobile co amp asks u to type  ltgt  or  ltgt  do not do so disconnect the callcoz it iz an attempt of terrorist to make use of the sim card no itz confirmd by nokia n motorola n has been verified by cnn ibn
0,we stopped to get ice cream and will go back after
0,did you stitch his trouser
1,22 146tf150p
0,hey im bored so im thinking of u so wat r u doing
0,nah wednesday when should i bring the mini cheetos bag over
0,nobody names their penis a girls name this story doesnt add up at all
0,aight let me know when youre gonna be around usf
0,im not she lip synced with shangela
0,neva tell me how i noe im not at home in da aft wat
0,a bit of ur smile is my hppnss a drop of ur tear is my sorrow a part of ur heart is my life a heart like mine wil care for u forevr as my goodfriend
1,dear voucher holder 2 claim your 1st class airport lounge passes when using your holiday voucher call 08704439680 when booking quote 1st class x 2
0,buzz hey my love  i think of you and hope your day goes well did you sleep in  i miss you babe i long for the moment we are together againloving smile
0,haha sounds crazy dunno can tahan anot
0,why are u up so early
0,ya that one is slow as poo
0,im on gloucesterroad what are uup to later
0,lol no ouch but wish id stayed out a bit longer
0,god asked what is forgiveness a little child gave lovely reply it is d wonderful fruit that a tree gives when it is being hurt by a stone good night
0,well join the  ltgt  bus
0,was just about to ask will keep this one maybe thats why you didnt get all the messages we sent you on glo
0,ki will send in  ltgt  min
0,would me smoking you out help us work through this difficult time
1,someone u know has asked our dating service 2 contact you cant guess who call 09058095107 now all will be revealed pobox 7 s3xy 150p
0,yesmum lookin strong
0,sir goodmorning once free call me
0,where are you call me
0,love it the girls at the office may wonder why you are smiling but sore
0,hi wlcome back did wonder if you got eaten by a lion or something nothing much
0,does uncle timi help in clearing cars
0,i came hostel i m going to sleep plz call me up before class hrishi
0,ok but bag again
0,ok lor msg me b4 u call
1,mila age23 blonde new in uk i look sex with uk guys if u like fun with me text mtalk to 6986618  30pptxt 1st 5free 150 increments help08718728876
0,once a fishrman woke early in d mrng it was very dark he waited a while amp found a sack ful of stones he strtd throwin thm in2 d sea 2 pass time atlast he had jus 1stone sun rose up amp he found out tht those r nt stones those were diamonds moraldont wake up early in d mrng good night
1,claim a 200 shopping spree just call 08717895698 now have you won mobstorequiz10ppm
0,then ur physics get a
0,dear friends sorry for the late information today is the birthday of our loving arpraveesh for more details log on to face book and see its his number  ltgt  dont miss a delicious treat
0,how r  going to send it to me
0,can you do online transaction
0,dear got train and seat mine lower seat
0,let me know if you need anything else salad or desert or something how many beers shall i get
0,whore you are unbelievable
1,want to funk up ur fone with a weekly new tone reply tones2u 2 this text wwwringtonescouk the original n best tones 3gbp network operator rates apply
0,are you sure you dont mean get here we made you hold all the weed
0,i love you  you know can you feel it does it make your belly warm i wish it does my love  i shall meet you in your dreams ahmad  adoring kiss
1,twinks bears scallies skins and jocks are calling now dont miss the weekends fun call 08712466669 at 10pmin 2 stop texts call 08712460324nat rate
0,love it i want to flood that pretty pussy with cum
0,hey are you angry with me reply me dr
0,short but cute be a good person but dont try to prove it gud noon
0,also remember the beads dont come off ever
0,they have a thread on the wishlist section of the forums where ppl post nitro requests start from the last page and collect from the bottom up
0,for the first time in the history need comfort and luxury are sold at same price in india onionrs ltgt  petrolrs ltgt  beerrs ltgt  shesil  ltgt
0,actually nvm got hella cash we still on for  ltgt ish
1,we tried to contact you re your reply to our offer of a video handset 750 anytime any networks mins unlimited text camcorder reply or call 08000930705 now
0,its ok at least armands still around
0,no da i am happy that we sit together na
0,yup song bro no creative neva test quality he said check review online
0,no dude its not fakemy frnds got money thts y im reffering uif u member wit my mail link u vl be credited  ltgt rs and il be getiing  ltgt rsi can draw my acc wen it is  ltgt rs
0,dude while were makin those weirdy brownies my sister made awesome cookies i took pics
1,urgent we are trying to contact you last weekends draw shows that you have won a 900 prize guaranteed call 09061701851 claim code k61 valid 12hours only
0,pls dont restrict her from eating anythin she likes for the next two days
0,mm you ask him to come its enough
0,at the funeral home with audrey and dad
0,aight can you text me the address
0,excellent wish we were together right now
0,yep then is fine 730 or 830 for ice age
0,pls i wont belive godnot only jesus
0,can dunno wat to get 4 her
0,not yet chikkuk then wat abt tht guy did he stopped irritating or msging to u
0,how long does it take to get it
0,this is my number by vivek
1,74355 xmas iscoming  ur awarded either 500 cd gift vouchers  free entry 2 r 100 weekly draw txt music to 87066 tnc
0,sorry brah just finished the last of my exams what up
0,i got arrested for possession at i shit you not  lttimegt  pm
0,you are right though i cant give you the space you want and need this is really starting to become an issue i was going to suggest setting a definite move outif im still there after greece but maybe you are ready and should do it now
0,just normal only here
0,please protect yourself from ethreats sib never asks for sensitive information like passwordsatmsms pin thru email never share your password with anybody
0,i miss you so much im so desparate i have recorded the message you left for me the other day and listen to it just to hear the sound of your voice i love you
0,hi im always online on yahoo and would like to chat with you someday
0,goodmorningmy grandfather expiredso am on leave today
1,congratulations u can claim 2 vip row a tickets 2 c blu in concert in november or blu gift guaranteed call 09061104276 to claim tscs wwwsmsconet cost375max
0,where are you  what are you doing  are yuou working on getting the pc to your moms  did you find a spot that it would work  i need you
0,sure ill see if i can come by in a bit
0,i agree so i can stop thinkin about ipad can you please ask macho the same question
0,lets pool our money together and buy a bunch of lotto tickets if we win i get ltgt  u get ltgt  deal
0,watching tv lor nice one then i like lor
0,im thinking that chennai forgot to come for auction
0,then  come n pick me at 530 ar
0,early bird any purchases yet
0,went to pay rent so i had to go to the bank to authorise the payment
0,erm  ill pick you up at about 645pm thatll give enough time to get there park and that
0,hey mate hows u honeydid u ave good holiday gimmi de gossx
0,howz painit will come down todaydo as i said ystrdayice and medicine
0,chile please its only a  ltdecimalgt  hour drive for me i come down all the time and will be subletting febapril for audition season
0,yes ammaelife takes lot of turns you can only sit and try to hold the steering
0,yeah thats what i thought lemme know if anythings goin on later
0,mmmm i cant wait to lick it
0,pls go there today  ltgt  i dont want any excuses
0,can you plz tell me the ans bslvyl sent via fullonsmscom
0,u in town alone
0,i to am looking forward to all the sex cuddling only two more sleeps
0,we have all rounderso not required
0,no its truekdo u knw dis no ltgt
0,dont worry 1 day very big lambu ji vl cometil then enjoy batchlor party
0,oh ya got hip hop open haha i was thinking can go for jazz then zoom to cine actually tonight im free leh and theres a kb lesson tonight
1,free msg single find a partner in your area 1000s of real people are waiting to chat nowsend chat to 62220cncl send stopcs 08717890890150 per msg
0,im ok will do my part tomorrow
0,no but we found a diff farm shop to buy some cheese on way back now can i call in
0,r u still working now
0,yep i do like the pink furniture tho
1,free msg ringtonefrom httptms widelivecomindex wmlid1b6a5ecef91ff937819firsttrue180430jul05
0,customer place i wil cal u sir
1,oh my god ive found your number again im so glad text me back xafter this msgs cst std ntwk chg 150
0,a pure hearted person can have a wonderful smile that makes even hisher enemies to feel guilty for being an enemy so catch the world with your smile goodmorning amp have a smiley sunday
0,thats alrite girl u know gail is neva wrongtake care sweet and dont worryc u l8tr hunlove yaxxx
0,theoretically yeah he could be able to come
0,alright were hooked up where you guys at
0,not that i know of most people up here are still out of town
0,no let me do the math your not good at it
0,oh ok wait 4 me there my lect havent finish
0,yeah my usual guys out of town but therere definitely people around i know
0,i am joining today formallypls keep prayingwill talk later
0,happy or sad  one thing about past is its no more good morning
0,no did you multimedia message them or email
0,okie but i scared u say i fat then u dun wan me already
0,did u get that message
0,sorry sir i will call you tomorrow  senthilhsbc
0,what you need you have a person to give na
0,she left it very vague she just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place but checking online now and all places around usc are  ltgt  and up
0,hi juan im coming home on fri hey of course i expect a welcome party and lots of presents ill phone u when i get back loads of love nicky x x x x x x x x x
0,gumbys has a special where a  ltgt  cheese pizza is 2 so i know what were doin tonight
1,a link to your picture has been sent you can also use httpalto18coukwavewaveaspo44345
0,like a personal sized or what
0,same im at my great aunts anniversary party in tarpon springs
0,cab is availablethey pick up and drop at door steps
0,oktake careumma to you too
0,unlimited texts limited minutes
1,double mins  1000 txts on orange tariffs latest motorola sonyericsson  nokia with bluetooth free call mobileupd8 on 08000839402 or call2optouthf8
0,no problem we will be spending a lot of quality time together
1,urgent this is our 2nd attempt to contact u your 900 prize from yesterday is still awaiting collection to claim call now 09061702893 acl03530150pm
0,have you heard from this week
1,dear dave this is your final notice to collect your 4 tenerife holiday or 5000 cash award call 09061743806 from landline tcs sae box326 cw25wx 150ppm
0,yes last  practice
1,tells u 2 call 09066358152 to claim 5000 prize u have 2 enter all ur mobile  personal details  the prompts careful
0,no thank you youve been wonderful
0,mean its confirmed i tot they juz say oni ok then
0,that depends how would you like to be treated
0,right on brah see you later
0,waiting in e car 4 my mum lor u leh reach home already
1,your 2004 account for 07xxxxxxxxx shows 786 unredeemed points to claim call 08719181259 identifier code xxxxx expires 260305
1,do you want a new video handset 750 anytime any network mins half price line rental camcorder reply or call 08000930705 for delivery tomorrow
0,went fast asleep deartake care
0,no that just means you have a fat head
0,sounds like a plan cardiff is still here and still cold im sitting on the radiator
0,serious what like proper tongued her
0,shes good she was wondering if you wont say hi but shes smiling now so how are you coping with the long distance
0,how i noe shes in da car now later then c lar im wearing shorts
0,yeah whatever lol
0,ard 530 lor i ok then message  lor
0,ok c u then
0,eh ur laptop got no stock lei he say mon muz come again to take a look c got a not
0,no need to ke qi  too bored izzit y suddenly thk of this
0,i wish i dont think its gonna snow that much but it will be more than those flurries we usually get that melt before they hit the ground eek we havent had snow since ltgt before i was even born
1,freeringtone reply real or poly eg real1 1 pushbutton 2 dontcha 3 babygoodbye 4 golddigger 5 webeburnin 1st tone free and 6 more when u join for 3wk
0,oh really perform write a paper go to a movie and be home by midnight huh
0,okay lor will they still let us go a not ah coz they will not know until later we drop our cards into the box right
0,how izzit still raining
0,as if i wasnt having enough trouble sleeping
0,i havent add  yet right
0,lol  i really need to remember to eat when im drinking but i do appreciate you keeping me company that night babe smiles
0,babe  i lost you  will you try rebooting
0,yes nigh you cant aha
0,i thk  gotta go home by urself cos ill b going out shopping 4 my frens present
0,nooooooo im gonna be bored to death all day cable and internet outage
0,sos any amount i can get pls
0,playin space poker u
0,how come guoyang go n tell her then u told her
0,you need to get up now
0,they r giving a second chance to rahul dengra
0,yeah in fact he just asked if we needed anything like an hour ago when and how much
0,when the first strike is a red one the bird  antelope begin toplay in the fieldof selfindependence believe this  the flower of contention will growrandom
0,y  wan to go there c doctor
0,does daddy have a bb now
1,free msg get gnarls barkleys crazy ringtone totally free just reply go to this message right now
0,shes borderline but yeah whatever
0,until 545 lor ya can go 4 dinner together
0,i will be gentle princess we will make sweet gentle love
0,how u doin baby girl  hope u are okay every time i call ure phone is off i miss u get in touch
0,sorry went to bed early nightnight
0,i like to think theres always the possibility of being in a pub later
0,hmm yeah if your not too grooved out and im looking forward to my pound special
0,i got to video tape pple type in message lor u so free wan 2 help me hee cos i noe u wan 2 watch infernal affairs so ask u along asking shuhui oso
0,hi dude hw r u da realy mising u today
0,me hungry buy some food good lei but mum n yun dun wan juz buy a little bit
1,refused a loan secured or unsecured cant get credit call free now 0800 195 6669 or text back help  we will
0,i probably wont eat at all today i think im gonna pop how was your weekend did u miss me
0,i knew it u slept v late yest wake up so late
0,haha dont be angry with yourself take it as a practice for the real thing
0,where is that one day training
