google_index,ratio_digits_url,domain_in_title,phish_hints,ip,nb_qm,length_url,nb_slash,length_hostname,nb_eq,ratio_digits_host,shortest_word_host,prefix_suffix,longest_word_path,tld_in_subdomain,status
1,0.092436975,1,0,0,0,119,6,25,0,0.0,3,0,47,0,1
1,0.396551724,1,0,1,0,58,3,18,0,0.222222222,5,0,32,0,1
1,0.148760331,1,0,1,1,121,5,46,3,0.0,3,0,17,1,1
0,0.0,0,0,0,0,53,5,17,0,0.0,3,0,7,0,0
1,0.142857143,1,0,0,0,21,3,6,0,0.0,3,0,7,0,1
0,0.0,1,0,0,0,21,3,12,0,0.0,3,0,0,0,0
1,0.268817204,0,3,1,0,186,9,16,0,0.0625,3,1,66,0,1
0,0.0,1,0,0,0,51,3,28,0,0.0,3,0,5,0,0
1,0.0,1,0,0,0,20,3,11,0,0.0,7,0,0,0,1
0,0.0,0,0,0,0,22,3,13,0,0.0,3,0,0,0,0
1,0.048780488,1,1,0,0,41,3,24,0,0.083333333,2,0,5,0,1
1,0.201612903,1,0,1,1,124,4,50,3,0.0,3,1,17,1,1
1,0.0,1,0,0,0,30,3,22,0,0.0,3,0,0,0,0
0,0.016666667,1,0,0,0,60,3,35,0,0.028571429,13,0,17,0,0
1,0.161290323,1,0,1,1,124,4,50,3,0.0,3,1,17,1,1
1,0.253333333,1,0,1,0,75,5,14,0,0.0,10,0,32,0,1
0,0.0,1,0,0,0,19,3,10,0,0.0,3,0,0,0,0
1,0.0,1,4,0,1,123,10,17,1,0.0,14,1,13,0,1
1,0.153846154,1,0,0,0,65,4,29,0,0.0,4,0,13,0,1
0,0.0,1,0,0,0,38,3,30,0,0.0,8,0,0,0,0
0,0.0,1,0,0,0,24,3,16,0,0.0,2,1,0,0,0
0,0.0821917809999999,1,0,0,0,73,5,11,0,0.0,7,0,10,0,0
0,0.0,0,0,0,0,16,2,9,0,0.0,6,0,0,0,0
0,0.045454545,0,0,0,0,44,5,14,0,0.0,3,0,8,0,0
0,0.0,1,0,0,0,57,4,35,0,0.0,10,0,10,0,0
0,0.0,1,0,0,0,37,3,28,0,0.0,3,0,0,0,0
1,0.0,1,0,0,0,51,4,25,0,0.0,6,1,5,0,1
1,0.048543689,1,2,0,0,103,9,31,0,0.0,7,1,10,0,1
1,0.0,1,0,0,0,28,3,19,0,0.0,6,0,0,0,1
1,0.13559322,1,0,0,0,59,4,37,0,0.135135135,14,0,13,0,1
0,0.0,1,0,0,0,33,4,16,0,0.0,2,1,7,0,1
0,0.0,0,0,0,0,28,3,19,0,0.0,3,0,0,0,0
1,0.140625,0,0,1,0,64,5,18,1,0.0,4,1,10,0,0
0,0.0,0,0,0,0,88,8,14,0,0.0,3,0,12,0,0
1,0.14953271,1,3,1,0,107,10,19,0,0.0,3,1,32,0,1
0,0.0,1,0,0,0,79,5,19,0,0.0,3,0,9,0,0
1,0.028571429,1,2,0,0,35,4,12,0,0.0,2,1,8,0,1
1,0.0,0,1,0,0,44,4,13,0,0.0,3,0,7,0,0
0,0.0,0,0,0,0,57,5,16,0,0.0,3,0,8,0,0
0,0.0,1,0,0,0,35,3,27,0,0.0,3,0,0,0,0
1,0.033333333,1,0,0,0,30,3,11,0,0.0,7,0,6,0,1
0,0.0,1,0,0,0,32,3,23,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,48,3,39,0,0.0,3,1,0,0,1
1,0.0,1,1,0,0,36,4,11,0,0.0,7,0,7,0,1
0,0.0,1,0,0,0,66,5,14,0,0.0,10,1,11,0,0
1,0.0,1,4,0,1,114,10,21,1,0.0,3,1,13,0,1
0,0.0,0,0,0,0,24,3,16,0,0.0,3,0,0,0,0
1,0.0,1,0,0,0,72,9,27,0,0.0,23,0,8,0,1
1,0.0,1,0,0,0,39,4,17,0,0.0,3,0,6,0,1
1,0.6181818179999999,1,0,1,0,55,3,15,0,0.8,3,0,32,1,1
0,0.0,1,0,0,0,28,3,20,0,0.0,3,0,0,0,0
1,0.126582278,1,3,1,0,79,10,13,0,0.0,3,1,15,0,1
0,0.0,0,0,0,0,34,4,16,0,0.0,2,0,4,0,0
1,0.0,1,0,0,0,27,4,17,0,0.0,3,1,1,0,1
0,0.0,0,0,0,0,51,3,15,0,0.0,3,0,5,0,0
0,0.0,0,0,0,0,63,3,13,0,0.0,3,0,9,0,0
1,0.0,1,1,0,0,35,3,27,0,0.0,3,1,0,0,1
0,0.0,1,0,0,0,27,3,18,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,31,3,22,0,0.0,3,1,0,0,0
0,0.0,1,0,0,0,36,2,29,0,0.0,8,0,0,0,0
0,0.0,1,0,0,0,21,3,13,0,0.0,3,0,0,0,0
1,0.0,1,0,0,0,34,5,13,0,0.0,9,0,9,0,1
0,0.0,1,0,0,0,24,3,16,0,0.0,3,0,0,0,0
1,0.09375,1,0,0,0,32,2,25,0,0.12,8,0,0,0,1
1,0.064516129,1,0,0,0,62,6,26,0,0.153846154,1,0,14,0,1
1,0.023255814,0,0,0,0,43,3,35,0,0.028571429,3,1,0,0,1
1,0.012820513,1,0,0,1,78,5,29,2,0.034482759,11,0,11,0,1
0,0.0,0,0,0,0,46,4,17,0,0.0,3,1,11,0,0
1,0.127118644,1,0,1,1,118,4,42,3,0.0,3,0,17,1,1
0,0.0,1,0,0,0,30,3,22,0,0.0,3,0,0,0,0
1,0.1484375,1,0,1,1,128,5,50,3,0.0,3,1,17,1,1
0,0.0,0,0,0,0,21,3,13,0,0.0,3,0,0,0,0
1,0.0,1,4,0,0,58,7,16,0,0.0,2,0,8,0,1
1,0.0,1,0,0,0,40,3,24,0,0.0,2,1,4,0,1
1,0.198412698,1,0,1,1,126,5,50,3,0.0,3,1,17,1,1
0,0.0,1,0,0,0,20,4,11,0,0.0,3,0,0,0,0
1,0.111111111,1,0,1,1,63,5,15,1,0.0,11,0,10,0,1
1,0.086956522,1,0,0,0,92,4,36,0,0.0,7,1,13,0,1
0,0.0,1,0,0,0,29,3,21,0,0.0,3,0,0,0,0
1,0.111111111,1,0,0,0,63,4,27,0,0.0,2,0,6,1,0
1,0.0,0,0,0,0,54,4,21,0,0.0,7,0,10,0,0
0,0.0,1,0,0,0,61,4,31,0,0.0,10,0,10,0,0
1,0.0,0,1,0,1,66,5,12,1,0.0,8,1,7,0,1
1,0.0,1,0,0,0,33,3,25,0,0.0,8,0,0,0,1
0,0.011111111,0,0,0,1,90,3,19,4,0.0,5,0,12,0,0
1,0.210526316,1,2,1,0,114,9,26,0,0.0,3,1,32,0,1
1,0.042857143,0,0,0,0,70,6,16,0,0.0,5,1,13,0,1
0,0.073170732,1,0,0,0,41,6,11,0,0.090909091,2,0,8,0,0
1,0.0,1,0,0,0,33,4,15,0,0.0,3,0,8,0,0
0,0.0,1,0,0,0,77,5,22,0,0.0,3,0,16,0,0
1,0.189873418,1,0,1,1,79,4,14,1,0.0,7,0,32,0,1
1,0.197916667,1,3,1,0,96,8,14,0,0.0,10,1,32,0,1
0,0.0,1,0,0,0,49,5,18,0,0.0,6,0,7,0,0
0,0.037735849,1,0,0,0,106,7,14,0,0.0,1,1,22,0,0
1,0.0,1,1,0,0,73,7,29,0,0.0,3,1,7,0,1
1,0.113207547,1,0,0,0,53,3,36,0,0.166666667,1,0,4,0,1
0,0.0,1,0,0,0,30,3,22,0,0.0,8,0,0,0,0
1,0.142857143,1,0,0,0,28,3,19,0,0.210526316,7,0,0,0,1
1,0.22,1,3,1,0,50,6,14,0,0.7857142859999999,2,1,8,1,1
1,0.0,1,0,0,0,41,4,21,0,0.0,3,0,6,0,1
0,0.0,0,0,0,0,27,3,18,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,25,3,17,0,0.0,3,0,0,0,0
1,0.418604651,1,2,1,1,86,6,21,0,0.0,3,1,42,0,1
0,0.104166667,1,0,0,1,48,3,17,1,0.0,3,0,6,0,1
0,0.0,1,0,0,0,34,3,26,0,0.0,1,0,0,0,0
0,0.0,0,0,0,0,26,3,17,0,0.0,3,0,0,0,0
0,0.0,0,0,0,0,32,3,11,0,0.0,8,0,8,0,0
1,0.056910569,1,0,0,1,123,7,26,1,0.0,2,1,18,0,1
1,0.0,1,0,0,0,59,3,26,0,0.0,3,0,10,0,0
0,0.0,0,0,0,0,26,3,17,0,0.0,3,0,0,0,0
1,0.0,1,0,0,0,27,3,18,0,0.0,2,1,0,0,1
0,0.0,0,0,0,0,18,3,9,0,0.0,2,0,0,0,0
0,0.0,1,0,0,0,63,4,21,0,0.0,17,0,8,0,0
0,0.0,1,1,0,1,109,4,23,1,0.0,3,0,9,0,0
0,0.0,1,0,0,0,51,4,16,0,0.0,12,0,17,0,1
0,0.0,0,0,0,0,102,9,13,0,0.0,3,0,13,0,0
1,0.0,1,0,0,0,52,4,15,0,0.0,3,0,11,0,0
1,0.028985507,1,1,0,0,69,8,14,0,0.0,10,0,10,0,1
1,0.371559633,1,4,1,1,218,6,12,3,0.083333333,5,1,64,0,1
0,0.0,0,0,0,0,34,3,16,0,0.0,3,0,9,0,0
1,0.051282051,0,0,0,0,39,5,20,0,0.1,7,0,6,0,1
0,0.0,0,0,0,0,26,3,17,0,0.0,3,0,0,0,0
1,0.09375,1,0,0,0,32,3,23,0,0.130434783,8,0,0,0,1
0,0.0,0,0,0,0,32,4,18,0,0.0,3,0,5,0,0
0,0.0,1,0,0,0,28,3,20,0,0.0,3,0,0,0,0
1,0.006329114,1,2,0,1,158,8,38,2,0.0,3,0,15,0,1
1,0.0,1,0,0,0,58,3,13,0,0.0,3,0,37,0,1
0,0.0,1,0,0,0,57,3,16,0,0.0,3,1,10,0,0
1,0.255144033,1,3,1,2,243,8,25,6,0.0,7,1,17,0,1
1,0.298701299,1,0,1,0,77,5,23,0,0.0,19,0,32,0,1
1,0.161538462,1,0,1,1,130,4,54,3,0.0,3,1,17,1,1
1,0.0,1,0,0,0,23,3,14,0,0.0,4,1,0,0,1
1,0.0,1,0,0,0,43,5,24,0,0.0,20,0,6,0,1
1,0.151260504,1,0,1,1,119,5,42,3,0.0,3,0,17,1,1
0,0.0,0,0,0,1,43,3,15,1,0.0,3,0,11,0,0
0,0.0,0,0,0,0,30,3,22,0,0.0,3,0,0,0,0
1,0.0,1,0,0,1,41,4,23,0,0.0,2,1,7,0,1
0,0.0,1,0,0,0,24,3,15,0,0.0,3,0,0,0,0
1,0.0,1,0,0,0,41,5,13,0,0.0,7,0,9,0,1
0,0.0,1,0,0,0,35,3,26,0,0.0,8,0,0,0,0
1,0.0,1,1,0,0,40,4,26,0,0.0,7,0,5,0,1
1,0.139534884,1,0,0,0,43,3,14,0,0.142857143,3,0,20,0,1
0,0.0,0,0,0,0,48,5,17,0,0.0,3,0,6,0,0
1,0.170940171,1,0,1,1,117,5,42,3,0.0,3,0,17,1,1
1,0.0,1,0,0,0,41,5,13,0,0.0,9,0,5,0,1
1,0.0,1,0,0,0,31,2,24,0,0.0,4,0,0,0,1
0,0.0,0,0,0,0,51,4,16,0,0.0,2,0,6,0,0
1,0.0,1,0,0,0,32,2,24,0,0.0,6,0,0,0,1
1,0.037037037,1,0,0,0,54,5,24,0,0.0,9,1,9,0,0
0,0.0,0,0,0,0,27,3,18,0,0.0,3,0,0,0,0
1,0.054794521,0,0,0,1,73,3,14,1,0.0,3,0,11,0,0
0,0.0,1,0,0,0,28,3,19,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,33,3,25,0,0.0,3,0,0,0,0
1,0.0,0,0,0,0,49,5,11,0,0.0,3,1,6,0,0
0,0.0,1,0,0,0,37,4,19,0,0.0,4,0,6,0,1
0,0.0,1,0,0,0,28,3,19,0,0.0,3,0,0,0,0
1,0.338235294,1,0,1,0,68,4,22,0,0.0,8,0,32,0,1
1,0.087912088,1,0,0,0,91,4,36,0,0.0,7,1,13,0,1
1,0.0,1,0,0,0,38,4,26,0,0.0,3,0,3,0,1
1,0.325,1,0,1,1,80,4,14,1,0.0,3,0,32,0,1
1,0.144,1,0,1,1,125,5,50,3,0.0,3,1,17,1,1
0,0.0,1,0,0,0,43,3,35,0,0.0,5,0,0,0,0
1,0.02,1,1,0,0,50,5,17,0,0.058823529,3,1,9,0,1
0,0.0,0,0,0,0,23,3,14,0,0.0,3,0,0,0,0
1,0.0,1,2,0,0,49,4,32,0,0.0,28,1,5,0,1
0,0.2,0,0,1,0,35,4,14,0,0.0,3,0,7,0,0
0,0.0,0,0,0,0,52,4,16,0,0.0,2,0,7,0,0
1,0.1,1,2,0,0,60,7,22,0,0.0,8,1,7,0,1
1,0.054545455,1,0,0,0,55,6,13,0,0.0,3,0,7,0,1
1,0.144,1,0,1,1,125,4,50,3,0.0,3,1,17,1,1
1,0.207207207,1,3,1,0,111,10,15,0,0.0,11,1,32,0,1
0,0.036036036,1,0,0,0,111,10,17,0,0.0,3,0,10,0,0
1,0.24137931,1,0,1,0,87,6,16,0,0.0,3,0,32,0,1
0,0.0,1,0,0,0,27,3,18,0,0.0,3,0,0,0,0
1,0.0,1,0,0,0,25,3,17,0,0.0,13,0,0,0,1
1,0.185185185,1,0,0,0,54,4,18,0,0.0,4,0,13,0,1
0,0.0,1,0,0,0,29,3,20,0,0.0,6,0,0,0,0
1,0.275510204,1,2,1,0,98,9,26,0,0.0,3,1,32,0,1
0,0.0,1,0,0,0,27,2,20,0,0.0,3,0,0,0,0
1,0.360465116,1,0,1,0,86,4,19,0,0.0,3,0,50,0,1
0,0.162162162,1,0,0,0,37,5,16,0,0.0,3,0,6,0,0
1,0.0,1,3,0,0,57,7,14,0,0.0,11,1,7,0,1
1,0.11627907,1,3,1,0,86,10,23,0,0.0,3,1,15,0,1
1,0.04,1,0,0,0,50,4,16,0,0.0,12,0,9,0,1
1,0.139534884,1,0,0,0,43,5,14,0,0.0,2,0,6,0,0
0,0.0,0,0,0,0,24,3,15,0,0.0,2,1,0,0,0
1,0.0,1,0,0,0,72,5,17,0,0.0,13,0,10,0,0
0,0.0,0,0,0,0,33,3,24,0,0.0,3,0,0,0,0
1,0.0,1,0,0,0,33,3,19,0,0.0,16,0,3,0,1
1,0.025,0,0,0,0,40,3,20,0,0.0,5,0,6,0,1
1,0.0,1,0,0,0,30,4,15,0,0.0,3,0,3,0,1
1,0.296296296,1,0,1,0,81,7,19,0,0.0,3,0,32,0,1
0,0.0,0,0,0,0,56,4,16,0,0.0,2,0,9,0,0
1,0.0,1,4,0,0,73,7,14,0,0.0,3,1,8,0,1
1,0.0,0,0,0,0,47,4,12,0,0.0,3,0,8,0,0
0,0.166666667,1,0,0,0,84,6,11,0,0.0,3,0,9,0,0
1,0.329411765,1,0,1,0,85,4,18,0,0.0,3,0,50,0,1
0,0.0,1,0,0,0,42,2,34,0,0.0,8,0,0,0,1
0,0.0,1,0,0,0,100,4,31,0,0.0,10,0,10,0,0
0,0.0,1,0,0,0,94,10,21,0,0.0,7,1,10,0,0
1,0.0,1,2,0,1,59,5,10,0,0.0,3,1,12,0,1
1,0.0,0,0,0,0,27,3,18,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,27,3,18,0,0.0,3,0,0,0,0
1,0.076923077,1,1,0,0,65,3,57,0,0.087719298,3,0,0,1,1
0,0.03030303,1,0,0,0,33,3,12,0,0.083333333,8,0,7,0,0
0,0.0,0,0,0,0,24,3,15,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,29,3,20,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,24,3,16,0,0.0,3,0,0,0,0
1,0.223300971,1,3,1,0,103,10,15,0,0.0,11,1,32,0,1
0,0.0,0,0,0,0,39,3,16,0,0.0,3,0,14,0,0
1,0.0,1,0,0,0,91,5,11,0,0.0,7,1,9,0,0
0,0.0,0,0,0,0,43,4,16,0,0.0,2,0,7,0,0
0,0.0,0,0,0,0,30,3,21,0,0.0,8,0,0,0,0
0,0.1555555559999999,1,0,1,1,45,3,26,1,0.0,3,0,7,0,0
1,0.0,1,0,0,0,22,4,12,0,0.0,9,0,1,0,1
1,0.09375,1,0,0,0,32,3,23,0,0.130434783,8,0,0,0,1
1,0.0,1,0,0,0,38,3,30,0,0.0,9,0,0,0,0
1,0.0,1,0,0,0,59,4,25,0,0.0,3,0,7,0,0
1,0.0,1,2,0,0,62,4,29,0,0.0,3,0,7,0,1
0,0.081967213,0,1,0,0,61,6,13,0,0.0,9,0,8,0,0
1,0.0,1,0,0,0,37,5,10,0,0.0,7,0,5,0,1
0,0.0,0,0,0,1,62,4,12,2,0.0,9,0,8,0,0
0,0.0,0,0,0,0,31,4,16,0,0.0,3,0,6,0,0
0,0.0,1,0,0,0,23,3,15,0,0.0,3,0,0,0,0
1,0.0,1,0,0,0,55,3,33,0,0.0,3,0,4,0,1
0,0.0,0,0,0,0,22,3,13,0,0.0,3,0,0,0,0
0,0.0,0,0,0,0,50,4,23,0,0.0,3,1,10,0,0
1,0.0,1,2,0,0,29,4,13,0,0.0,9,0,5,0,1
0,0.096774194,1,0,0,0,31,4,20,0,0.15,3,0,2,0,1
0,0.0,1,0,0,0,64,6,12,0,0.0,2,0,12,0,0
0,0.0,0,0,0,0,41,4,16,0,0.0,2,0,5,0,0
1,0.195652174,0,0,1,0,46,5,21,0,0.0,3,0,8,0,1
1,0.030769231,1,0,0,1,65,6,15,2,0.0,3,0,8,0,1
0,0.0,0,0,0,0,61,3,17,0,0.0,3,0,10,0,0
1,0.192307692,1,0,1,1,78,4,14,1,0.0,7,0,32,0,1
1,0.051724138,1,0,0,0,58,3,24,0,0.125,1,0,17,0,1
0,0.0,1,0,0,0,39,3,30,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,21,3,12,0,0.0,3,0,0,0,0
1,0.0,1,0,0,0,37,2,30,0,0.0,3,0,0,1,1
1,0.0,1,0,0,0,36,5,15,0,0.0,9,0,7,0,1
0,0.150943396,1,0,0,0,53,7,12,0,0.0,8,0,8,0,0
0,0.0,1,0,0,0,32,3,24,0,0.0,3,0,0,0,0
1,0.057692308,1,0,0,1,52,3,14,1,0.0,3,0,10,0,1
1,0.085714286,1,0,0,0,35,3,27,0,0.111111111,8,0,0,0,1
1,0.06097561,1,2,0,1,164,5,24,2,0.0,7,1,92,0,1
1,0.020833333,1,1,0,0,48,3,23,0,0.0,3,0,5,0,1
0,0.01010101,1,0,0,0,99,6,25,0,0.0,3,1,18,0,0
0,0.0,1,0,0,0,83,6,31,0,0.0,3,1,9,0,0
1,0.0,1,0,0,0,54,6,16,0,0.0,12,0,7,0,1
0,0.0,1,0,0,0,32,3,24,0,0.0,7,0,0,0,1
0,0.0,1,0,0,0,32,3,24,0,0.0,3,0,0,0,0
1,0.165289256,1,0,1,1,121,4,46,3,0.0,3,0,17,1,1
1,0.0,1,0,0,0,54,5,18,0,0.0,12,0,10,0,1
1,0.0,1,2,0,0,51,7,10,0,0.0,4,1,8,0,1
1,0.023255814,1,0,0,0,43,4,24,0,0.041666667,7,0,9,0,1
1,0.0,1,0,0,0,32,5,11,0,0.0,8,0,7,0,1
1,0.0,1,1,0,0,35,3,27,0,0.0,2,0,0,0,1
1,0.018181818,1,3,0,0,55,4,29,0,0.034482759,1,1,7,0,1
1,0.037735849,1,0,0,0,53,4,19,0,0.0,3,0,10,0,0
0,0.0,0,0,0,0,57,4,16,0,0.0,2,0,7,0,0
0,0.0,1,0,0,0,32,3,24,0,0.0,3,0,0,0,0
1,0.0,1,4,0,1,96,9,17,1,0.0,14,1,13,0,1
1,0.456790123,1,0,1,1,486,5,11,2,0.0,8,0,85,0,1
1,0.0,1,0,0,1,78,5,16,1,0.0,2,1,9,0,1
1,0.165354331,1,0,1,1,127,4,50,3,0.0,3,1,17,1,1
1,0.02247191,1,0,0,0,89,6,19,0,0.0,15,0,10,0,0
0,0.0,1,0,0,0,37,3,29,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,59,4,31,0,0.0,10,0,10,0,0
0,0.056338028,1,0,0,0,71,7,14,0,0.0,3,0,11,0,0
0,0.240740741,1,0,1,1,54,3,17,1,0.0,3,0,13,0,0
0,0.06779661,1,0,0,0,59,5,21,0,0.0,4,0,9,0,0
0,0.0,1,0,0,0,51,3,16,0,0.0,3,1,13,0,0
1,0.013157895,1,4,0,0,76,9,21,0,0.0,3,1,13,0,1
0,0.147540984,0,0,1,1,61,4,21,2,0.0,5,0,7,0,0
0,0.0,1,0,0,0,29,3,21,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,71,4,28,0,0.0,10,0,10,0,0
1,0.088888889,0,0,0,0,45,4,15,0,0.0,12,1,8,0,1
0,0.0,1,0,0,0,104,5,23,0,0.0,3,0,12,0,0
1,0.184210526,0,0,1,0,38,5,12,0,0.0,3,0,9,0,0
1,0.0,1,0,0,1,51,4,23,1,0.0,2,1,7,0,1
0,0.0,1,0,0,0,85,9,21,0,0.0,7,1,10,0,0
0,0.0,1,0,0,0,34,3,26,0,0.0,3,0,0,0,0
1,0.057692308,1,0,0,1,52,3,20,1,0.15,3,1,6,0,1
0,0.0,0,0,0,0,76,5,15,0,0.0,3,1,8,0,0
1,0.0,0,0,0,0,35,4,9,0,0.0,3,0,7,0,0
1,0.0,1,1,0,0,41,5,17,0,0.0,3,0,8,0,1
0,0.0,1,0,0,0,31,3,22,0,0.0,2,0,0,0,0
0,0.1,1,0,1,0,110,3,15,0,0.0,3,0,10,0,0
1,0.053333333,0,0,0,1,75,3,14,1,0.0,3,0,8,0,0
0,0.0,1,0,0,0,33,2,26,0,0.0,8,0,0,0,0
1,0.0,1,2,0,0,69,6,15,0,0.0,11,1,10,0,1
1,0.0,0,0,0,0,29,3,20,0,0.0,5,0,0,0,1
0,0.0,0,0,0,0,32,3,23,0,0.0,3,1,0,0,0
0,0.0,1,0,0,0,42,4,20,0,0.0,2,0,4,0,0
0,0.0,1,0,0,0,46,3,33,1,0.0,6,0,1,0,0
1,0.0,0,0,0,1,52,3,14,0,0.0,3,0,14,0,0
1,0.0,1,1,0,0,40,4,19,0,0.0,3,0,5,0,1
1,0.0,1,0,0,1,60,5,24,1,0.0,5,0,10,0,1
1,0.15,1,0,0,0,20,3,4,0,0.0,1,0,7,0,1
1,0.05,1,0,0,0,40,3,32,0,0.0625,6,1,0,0,1
1,0.0,1,0,0,0,44,4,28,0,0.0,6,0,5,0,1
0,0.0,0,0,0,0,27,4,15,0,0.0,3,0,2,0,0
1,0.0,1,0,0,0,44,5,18,0,0.0,14,0,11,0,1
0,0.0,1,0,0,0,42,3,34,0,0.0,8,1,0,0,0
1,0.0,1,1,0,0,49,5,22,0,0.0,3,1,6,0,1
1,0.102564103,1,0,0,1,39,4,16,1,0.0,12,0,5,0,1
1,0.1578947369999999,1,0,0,0,19,3,11,0,0.272727273,1,0,0,0,1
1,0.0,1,0,0,0,64,4,39,0,0.0,2,1,6,0,1
0,0.076923077,0,0,0,0,52,5,16,0,0.0,3,0,6,0,0
1,0.0,0,0,0,0,42,3,34,0,0.0,3,0,0,1,1
0,0.0,1,0,0,0,22,3,13,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,52,4,26,0,0.0,3,0,10,0,0
0,0.0,0,0,0,0,59,5,21,0,0.0,3,0,6,0,0
0,0.0,1,0,0,0,51,3,42,0,0.0,6,0,0,0,1
0,0.0,1,0,0,0,61,4,28,0,0.0,3,0,10,0,0
0,0.0,1,2,0,0,51,5,23,0,0.0,3,1,7,0,1
1,0.0,0,0,0,0,49,4,14,0,0.0,11,0,6,0,0
1,0.049019608,1,3,0,0,102,10,13,0,0.0,5,1,14,0,1
1,0.048780488,0,0,0,0,41,3,20,0,0.1,5,0,8,0,1
1,0.067961165,0,0,1,0,103,6,18,0,0.0,3,1,12,0,0
1,0.290322581,1,0,1,0,93,6,14,0,0.0,1,1,56,0,1
1,0.0,0,1,0,0,26,4,8,0,0.0,4,0,5,0,0
1,0.0,1,2,0,0,59,5,19,0,0.0,15,1,11,0,1
1,0.027777778,1,0,0,0,36,3,21,0,0.0,17,0,6,0,1
0,0.0,0,0,0,0,51,4,16,0,0.0,2,0,8,0,0
1,0.127659574,0,0,1,0,47,5,13,0,0.076923077,6,0,8,0,1
1,0.0,1,1,0,0,62,6,20,0,0.0,16,0,10,0,1
0,0.0,0,0,0,0,28,3,19,0,0.0,3,1,0,0,0
0,0.0,1,0,0,0,48,4,16,0,0.0,12,0,8,0,0
0,0.0,1,0,0,0,63,4,31,0,0.0,10,0,10,0,0
0,0.0,1,0,0,0,36,3,16,0,0.0,3,0,11,0,0
0,0.116883117,1,0,1,0,77,4,18,0,0.0,3,0,19,0,0
1,0.352941176,1,0,1,0,51,4,10,0,0.0,7,0,32,0,1
0,0.0,1,0,0,0,17,2,10,0,0.0,3,0,0,0,0
1,0.311688312,1,0,1,0,77,5,23,0,0.0,19,0,32,0,1
0,0.107142857,1,0,0,0,84,5,27,0,0.111111111,4,1,6,0,0
0,0.0,1,0,0,0,33,3,25,0,0.0,3,0,0,0,0
0,0.049180328,1,0,0,1,122,6,33,2,0.0,14,0,17,0,0
1,0.0,1,3,0,0,60,8,17,0,0.0,13,1,6,0,1
1,0.026315789,1,1,0,0,38,3,21,0,0.047619048,3,0,5,0,1
0,0.0,1,0,0,0,26,2,19,0,0.0,3,0,0,0,0
1,0.058823529,1,0,0,0,34,3,20,0,0.1,4,0,6,0,1
1,0.046511628,1,0,0,0,43,6,19,0,0.0,3,1,5,0,1
0,0.0591133,1,1,0,1,203,3,14,11,0.0,3,0,40,0,1
0,0.0,1,0,0,0,30,2,22,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,69,5,25,0,0.0,4,0,9,0,0
0,0.022727273,1,0,0,0,44,3,22,0,0.0,3,1,6,0,0
0,0.0,1,0,0,0,64,3,29,0,0.0,3,0,10,0,0
0,0.0,1,0,0,0,32,3,24,0,0.0,3,0,0,0,0
1,0.0,1,0,0,0,32,4,9,0,0.0,5,0,5,0,1
0,0.0,0,1,0,0,68,5,31,0,0.0,3,1,13,1,1
1,0.081632653,1,0,0,0,49,5,17,0,0.0,13,0,8,0,1
1,0.12,1,0,0,0,25,3,12,0,0.0,4,1,0,0,1
1,0.170289855,1,0,1,1,552,4,22,1,0.181818182,7,0,136,0,1
1,0.034482759,0,0,0,0,29,3,20,0,0.05,5,0,0,0,1
0,0.0,1,0,0,0,29,3,21,0,0.0,3,0,0,0,0
0,0.134146341,0,0,0,0,82,7,11,0,0.181818182,7,0,9,0,0
0,0.0,0,0,0,1,41,4,16,1,0.0,2,0,6,0,0
1,0.0,1,0,0,1,91,5,19,1,0.0,13,0,9,0,1
0,0.0,0,0,0,0,23,3,14,0,0.0,3,0,0,0,0
1,0.0,0,0,0,0,28,4,12,0,0.0,3,0,4,0,0
0,0.0,1,0,0,0,26,4,14,0,0.0,7,0,3,0,0
0,0.09375,1,0,0,0,32,4,20,0,0.15,3,0,2,0,1
1,0.0,0,0,0,0,49,4,12,0,0.0,3,0,8,0,0
0,0.317829457,1,0,1,0,129,6,73,0,0.479452055,3,1,16,0,1
1,0.0,1,0,0,0,54,4,17,0,0.0,13,0,9,0,0
1,0.081632653,1,0,0,0,49,4,19,0,0.0,3,0,9,0,1
0,0.0,0,0,0,0,27,3,18,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,20,3,11,0,0.0,8,0,0,0,0
0,0.0,0,0,0,0,15,3,6,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,30,3,21,0,0.0,3,0,0,0,0
1,0.0,1,1,0,0,113,7,15,0,0.0,3,0,23,0,0
1,0.238095238,1,0,0,0,21,4,8,0,0.25,5,0,4,0,1
0,0.0,1,0,0,0,23,3,15,0,0.0,3,0,0,0,0
0,0.043478261,1,0,0,0,23,2,16,0,0.0625,6,0,0,0,0
0,0.072289157,0,0,0,0,83,5,11,0,0.0,7,0,6,0,0
